session_id,user_id,product_id,dwell_time_seconds,scroll_depth_pct,variant_clicks,reviews_expanded,added_to_cart,purchased
S-15449,U-6449,P-1187,104,0.94,1,0,0,0
S-15450,U-6450,P-1260,5,0.23,3,1,0,0
S-15451,U-6451,P-1910,183,0.17,9,1,0,0
S-15452,U-6452,P-1078,19,0.44,6,0,0,0
S-15453,U-6453,P-1413,1,0.61,6,0,0,0
S-15454,U-6454,P-1788,255,0.17,3,0,0,0
S-15455,U-6455,P-1369,109,0.22,3,1,0,0
S-15456,U-6456,P-1928,175,0.67,9,1,0,0
S-15457,U-6457,P-1476,185,0.74,8,0,0,0
S-15458,U-6458,P-1281,253,0.85,8,1,0,0
S-15459,U-6459,P-1117,196,0.67,0,0,0,0
S-15460,U-6460,P-1161,191,0.65,0,1,0,0
S-15461,U-6461,P-1370,190,0.47,9,0,0,0
S-15462,U-6462,P-1208,242,0.46,0,1,0,0
S-15463,U-6463,P-1002,298,0.18,6,1,0,0
S-15464,U-6464,P-1249,274,0.83,8,0,0,0
S-15465,U-6465,P-1542,135,0.81,6,1,0,0
S-15466,U-6466,P-1466,60,0.9,6,0,1,1
S-15467,U-6467,P-1341,9,0.18,5,0,0,0
S-15468,U-6468,P-1721,91,0.37,5,0,0,0
S-15469,U-6469,P-1632,22,0.26,3,1,0,0
S-15470,U-6470,P-1196,83,0.58,8,1,1,0
S-15471,U-6471,P-1194,125,0.67,3,1,0,0
S-15472,U-6472,P-1994,112,0.99,4,1,0,0
S-15473,U-6473,P-1937,89,0.9,6,1,0,0
S-15474,U-6474,P-1012,293,0.78,6,1,0,0
S-15475,U-6475,P-1848,55,0.79,7,0,0,0
S-15476,U-6476,P-1937,124,0.88,0,0,0,0
S-15477,U-6477,P-1513,30,0.68,6,1,0,0
S-15478,U-6478,P-1428,120,0.41,8,1,0,0
S-15479,U-6479,P-1920,241,0.2,5,1,0,0
S-15480,U-6480,P-1798,196,0.2,7,1,0,0
S-15481,U-6481,P-1301,140,0.22,8,1,0,0
S-15482,U-6482,P-1850,295,0.97,3,0,0,0
S-15483,U-6483,P-1907,281,0.1,3,1,0,0
S-15484,U-6484,P-1743,105,0.26,1,0,0,0
S-15485,U-6485,P-1344,218,0.42,6,1,1,0
S-15486,U-6486,P-1778,260,0.29,8,1,1,1
S-15487,U-6487,P-1098,162,0.29,0,0,0,0
S-15488,U-6488,P-1187,273,0.26,3,1,0,0
S-15489,U-6489,P-1686,77,0.36,1,1,0,0
S-15490,U-6490,P-1144,156,0.26,3,1,0,0
S-15491,U-6491,P-1184,148,0.17,7,0,0,0
S-15492,U-6492,P-1604,77,0.43,9,1,0,0
S-15493,U-6493,P-1987,161,0.36,2,0,0,0
S-15494,U-6494,P-1296,64,0.14,2,0,0,0
S-15495,U-6495,P-1979,203,0.77,5,1,0,0
S-15496,U-6496,P-1221,18,0.16,0,1,0,0
S-15497,U-6497,P-1423,12,0.84,4,0,0,0
S-15498,U-6498,P-1482,262,0.3,9,0,0,0
S-15499,U-6499,P-1415,219,0.72,5,0,0,0
S-15500,U-6500,P-1104,181,0.59,7,1,0,0
S-15501,U-6501,P-1605,118,0.96,3,0,0,0
S-15502,U-6502,P-1298,118,0.35,0,0,0,0
S-15503,U-6503,P-1423,133,0.27,6,1,0,0
S-15504,U-6504,P-1296,235,0.38,0,1,0,0
S-15505,U-6505,P-1371,236,0.15,5,1,0,0
S-15506,U-6506,P-1744,92,0.22,5,1,0,0
S-15507,U-6507,P-1924,3,0.36,8,0,0,0
S-15508,U-6508,P-1042,286,0.2,7,1,0,0
S-15509,U-6509,P-1872,133,0.28,4,0,0,0
S-15510,U-6510,P-1734,63,0.9,0,1,0,0
S-15511,U-6511,P-1614,266,0.26,3,1,0,0
S-15512,U-6512,P-1739,91,0.78,3,0,0,0
S-15513,U-6513,P-1258,30,0.89,8,1,0,0
S-15514,U-6514,P-1733,184,0.21,7,0,0,0
S-15515,U-6515,P-1501,131,0.26,3,1,0,0
S-15516,U-6516,P-1028,70,0.93,6,1,1,1
S-15517,U-6517,P-1248,140,0.92,6,1,0,0
S-15518,U-6518,P-1728,71,0.73,6,1,0,0
S-15519,U-6519,P-1469,91,0.96,8,1,0,0
S-15520,U-6520,P-1354,264,0.37,8,1,0,0
S-15521,U-6521,P-1122,19,0.79,6,0,0,0
S-15522,U-6522,P-1306,117,0.8,6,0,0,0
S-15523,U-6523,P-1873,44,0.68,3,0,0,0
S-15524,U-6524,P-1140,61,0.45,0,0,0,0
S-15525,U-6525,P-1911,113,0.56,7,1,0,0
S-15526,U-6526,P-1230,204,0.43,4,0,0,0
S-15527,U-6527,P-1986,110,0.22,8,1,0,0
S-15528,U-6528,P-1882,106,0.19,9,1,0,0
S-15529,U-6529,P-1416,14,0.19,2,1,0,0
S-15530,U-6530,P-1296,192,0.67,7,1,0,0
S-15531,U-6531,P-1153,208,0.11,5,0,0,0
S-15532,U-6532,P-1479,169,0.19,0,1,0,0
S-15533,U-6533,P-1269,272,0.39,1,0,0,0
S-15534,U-6534,P-1791,113,0.64,4,0,0,0
S-15535,U-6535,P-1676,7,0.83,0,1,0,0
S-15536,U-6536,P-1487,147,0.7,9,1,0,0
S-15537,U-6537,P-1674,234,0.15,5,1,0,0
S-15538,U-6538,P-1067,146,0.46,0,1,0,0
S-15539,U-6539,P-1438,259,0.66,5,1,0,0
S-15540,U-6540,P-1631,71,0.41,3,0,0,0
S-15541,U-6541,P-1520,101,0.49,9,1,0,0
S-15542,U-6542,P-1345,78,0.64,9,1,0,0
S-15543,U-6543,P-1114,193,0.31,3,0,0,0
S-15544,U-6544,P-1884,179,0.8,7,0,0,0
S-15545,U-6545,P-1190,263,0.19,3,1,0,0
S-15546,U-6546,P-1249,161,0.21,3,0,0,0
S-15547,U-6547,P-1341,14,0.99,2,0,0,0
S-15548,U-6548,P-1633,263,0.86,4,1,0,0
S-15549,U-6549,P-1898,73,0.67,1,0,0,0
S-15550,U-6550,P-1915,60,0.74,1,0,0,0
S-15551,U-6551,P-1393,253,0.38,8,1,0,0
S-15552,U-6552,P-1681,40,0.95,7,1,0,0
S-15553,U-6553,P-1406,186,0.59,1,0,0,0
S-15554,U-6554,P-1976,267,0.21,2,0,0,0
S-15555,U-6555,P-1462,256,0.95,3,0,0,0
S-15556,U-6556,P-1656,276,0.44,2,0,0,0
S-15557,U-6557,P-1285,257,0.86,9,1,0,0
S-15558,U-6558,P-1204,26,0.26,3,0,0,0
S-15559,U-6559,P-1591,32,0.97,5,0,0,0
S-15560,U-6560,P-1973,50,0.15,8,0,0,0
S-15561,U-6561,P-1493,3,0.24,3,1,0,0
S-15562,U-6562,P-1951,240,0.2,4,1,0,0
S-15563,U-6563,P-1318,230,0.42,0,0,0,0
S-15564,U-6564,P-1128,95,0.81,4,0,0,0
S-15565,U-6565,P-1685,213,0.24,3,0,0,0
S-15566,U-6566,P-1825,249,0.35,9,1,1,0
S-15567,U-6567,P-1806,87,0.68,2,1,0,0
S-15568,U-6568,P-1646,37,0.55,6,1,0,0
S-15569,U-6569,P-1637,86,0.69,0,1,0,0
S-15570,U-6570,P-1214,80,0.99,0,0,0,0
S-15571,U-6571,P-1254,285,0.6,5,1,0,0
S-15572,U-6572,P-1072,62,0.76,3,0,0,0
S-15573,U-6573,P-1280,188,0.51,2,1,0,0
S-15574,U-6574,P-1969,178,0.9,9,1,0,0
S-15575,U-6575,P-1587,119,0.58,1,1,0,0
S-15576,U-6576,P-1256,55,0.5,4,1,1,0
S-15577,U-6577,P-1486,251,0.87,2,1,0,0
S-15578,U-6578,P-1675,7,0.26,4,0,0,0
S-15579,U-6579,P-1598,6,0.59,6,0,1,1
S-15580,U-6580,P-1043,89,0.7,7,1,0,0
S-15581,U-6581,P-1021,185,0.28,8,1,0,0
S-15582,U-6582,P-1437,197,0.98,6,0,0,0
S-15583,U-6583,P-1615,88,0.49,9,1,0,0
S-15584,U-6584,P-1533,243,0.96,0,0,0,0
S-15585,U-6585,P-1551,175,0.7,5,1,0,0
S-15586,U-6586,P-1037,152,0.6,5,0,0,0
S-15587,U-6587,P-1489,124,0.57,1,0,0,0
S-15588,U-6588,P-1189,133,0.18,8,0,0,0
S-15589,U-6589,P-1302,30,0.26,4,0,0,0
S-15590,U-6590,P-1660,191,0.63,7,0,0,0
S-15591,U-6591,P-1597,253,0.37,5,0,0,0
S-15592,U-6592,P-1075,190,0.16,0,0,0,0
S-15593,U-6593,P-1603,130,0.12,2,1,0,0
S-15594,U-6594,P-1265,177,0.26,3,0,0,0
S-15595,U-6595,P-1788,265,0.61,0,1,0,0
S-15596,U-6596,P-1366,94,0.64,8,0,0,0
S-15597,U-6597,P-1508,199,0.35,9,0,0,0
S-15598,U-6598,P-1634,16,0.16,2,1,0,0
S-15599,U-6599,P-1676,158,0.39,1,1,0,0
S-15600,U-6600,P-1378,297,0.2,9,1,0,0
S-15601,U-6601,P-1945,252,0.82,0,1,0,0
S-15602,U-6602,P-1923,213,0.77,8,1,0,0
S-15603,U-6603,P-1489,93,0.7,6,0,0,0
S-15604,U-6604,P-1220,1,0.34,2,1,0,0
S-15605,U-6605,P-1961,217,0.16,2,0,0,0
S-15606,U-6606,P-1425,158,0.71,5,0,1,0
S-15607,U-6607,P-1375,271,0.59,6,0,0,0
S-15608,U-6608,P-1878,85,0.7,8,1,0,0
S-15609,U-6609,P-1277,234,0.6,8,1,0,0
S-15610,U-6610,P-1821,180,0.29,7,0,0,0
S-15611,U-6611,P-1412,166,0.85,1,0,1,0
S-15612,U-6612,P-1718,278,0.53,1,1,0,0
S-15613,U-6613,P-1341,174,0.98,7,0,0,0
S-15614,U-6614,P-1328,258,0.73,4,0,0,0
S-15615,U-6615,P-1682,268,0.48,5,0,0,0
S-15616,U-6616,P-1507,197,0.83,7,1,0,0
S-15617,U-6617,P-1891,244,0.14,3,0,0,0
S-15618,U-6618,P-1112,202,0.95,5,0,0,0
S-15619,U-6619,P-1671,81,0.41,0,1,0,0
S-15620,U-6620,P-1029,2,0.32,4,0,0,0
S-15621,U-6621,P-1259,131,0.61,4,0,0,0
S-15622,U-6622,P-1319,220,0.35,8,0,0,0
S-15623,U-6623,P-1671,195,0.24,2,0,0,0
S-15624,U-6624,P-1261,146,0.77,2,0,0,0
S-15625,U-6625,P-1694,150,0.41,0,1,1,0
S-15626,U-6626,P-1764,138,0.68,1,1,0,0
S-15627,U-6627,P-1542,291,0.37,3,0,0,0
S-15628,U-6628,P-1737,199,0.71,0,1,0,0
S-15629,U-6629,P-1341,64,0.78,8,0,0,0
S-15630,U-6630,P-1306,5,0.8,8,1,0,0
S-15631,U-6631,P-1092,266,0.85,8,1,0,0
S-15632,U-6632,P-1197,169,0.41,2,0,0,0
S-15633,U-6633,P-1083,50,0.24,7,1,0,0
S-15634,U-6634,P-1815,69,0.24,4,1,0,0
S-15635,U-6635,P-1699,110,0.43,1,1,0,0
S-15636,U-6636,P-1879,119,0.26,7,0,0,0
S-15637,U-6637,P-1353,95,0.47,3,0,0,0
S-15638,U-6638,P-1968,28,0.64,8,0,0,0
S-15639,U-6639,P-1823,252,0.64,1,1,0,0
S-15640,U-6640,P-1680,36,0.5,5,0,0,0
S-15641,U-6641,P-1985,193,0.34,0,1,0,0
S-15642,U-6642,P-1994,165,0.94,0,1,0,0
S-15643,U-6643,P-1818,27,0.78,7,1,0,0
S-15644,U-6644,P-1184,76,0.37,3,0,0,0
S-15645,U-6645,P-1440,167,0.93,5,0,0,0
S-15646,U-6646,P-1931,15,0.91,2,1,0,0
S-15647,U-6647,P-1182,227,0.27,8,1,0,0
S-15648,U-6648,P-1441,5,0.8,4,0,0,0
S-15649,U-6649,P-1235,2,0.59,4,1,0,0
S-15650,U-6650,P-1085,1,0.71,9,1,0,0
S-15651,U-6651,P-1027,127,0.96,6,0,0,0
S-15652,U-6652,P-1481,132,0.48,4,1,0,0
S-15653,U-6653,P-1398,131,0.74,7,0,0,0
S-15654,U-6654,P-1580,283,0.23,0,1,0,0
S-15655,U-6655,P-1102,266,0.97,9,0,0,0
S-15656,U-6656,P-1381,115,0.43,7,1,0,0
S-15657,U-6657,P-1109,240,0.46,8,1,0,0
S-15658,U-6658,P-1101,280,0.64,3,1,0,0
S-15659,U-6659,P-1030,16,0.3,5,0,1,0
S-15660,U-6660,P-1505,238,0.12,5,1,0,0
S-15661,U-6661,P-1768,5,0.4,6,0,0,0
S-15662,U-6662,P-1622,287,0.16,3,1,0,0
S-15663,U-6663,P-1066,124,0.42,0,0,0,0
S-15664,U-6664,P-1694,268,0.44,6,1,0,0
S-15665,U-6665,P-1950,118,0.31,2,0,0,0
S-15666,U-6666,P-1618,35,0.13,3,0,0,0
S-15667,U-6667,P-1868,252,0.33,2,1,0,0
S-15668,U-6668,P-1123,112,0.8,5,0,0,0
S-15669,U-6669,P-1821,120,0.26,7,1,0,0
S-15670,U-6670,P-1787,185,0.61,9,0,0,0
S-15671,U-6671,P-1006,260,0.52,3,0,0,0
S-15672,U-6672,P-1553,267,0.62,4,1,0,0
S-15673,U-6673,P-1422,148,0.9,3,1,0,0
S-15674,U-6674,P-1380,226,0.59,9,1,0,0
S-15675,U-6675,P-1954,65,0.64,1,0,0,0
S-15676,U-6676,P-1338,262,0.9,4,0,0,0
S-15677,U-6677,P-1392,224,0.25,6,0,0,0
S-15678,U-6678,P-1740,10,0.34,5,1,0,0
S-15679,U-6679,P-1457,217,0.53,9,0,0,0
S-15680,U-6680,P-1554,187,0.25,0,1,0,0
S-15681,U-6681,P-1263,6,0.98,9,0,0,0
S-15682,U-6682,P-1138,81,0.17,7,0,0,0
S-15683,U-6683,P-1977,30,0.7,6,0,0,0
S-15684,U-6684,P-1560,186,0.33,3,0,0,0
S-15685,U-6685,P-1414,171,0.58,3,1,0,0
S-15686,U-6686,P-1906,187,0.23,9,0,0,0
S-15687,U-6687,P-1579,131,0.21,3,0,0,0
S-15688,U-6688,P-1812,81,0.32,0,0,0,0
S-15689,U-6689,P-1943,90,0.15,6,1,0,0
S-15690,U-6690,P-1920,234,0.49,4,0,1,0
S-15691,U-6691,P-1981,292,0.38,7,1,0,0
S-15692,U-6692,P-1202,105,0.54,7,0,0,0
S-15693,U-6693,P-1040,53,0.34,1,1,0,0
S-15694,U-6694,P-1396,152,0.77,8,0,0,0
S-15695,U-6695,P-1967,140,0.99,8,0,0,0
S-15696,U-6696,P-1569,255,0.4,6,1,0,0
S-15697,U-6697,P-1304,96,1.0,1,0,0,0
S-15698,U-6698,P-1459,262,0.69,8,1,0,0
S-15699,U-6699,P-1297,76,0.46,9,0,0,0
S-15700,U-6700,P-1634,264,0.51,4,0,0,0
S-15701,U-6701,P-1432,154,0.3,9,1,0,0
S-15702,U-6702,P-1355,63,0.86,0,1,1,1
S-15703,U-6703,P-1960,186,0.88,5,1,0,0
S-15704,U-6704,P-1711,161,0.79,1,1,0,0
S-15705,U-6705,P-1011,216,0.76,8,1,0,0
S-15706,U-6706,P-1435,217,0.49,9,1,0,0
S-15707,U-6707,P-1196,153,0.23,6,1,0,0
S-15708,U-6708,P-1560,39,0.35,1,1,0,0
S-15709,U-6709,P-1004,95,0.84,1,0,0,0
S-15710,U-6710,P-1643,193,0.45,1,0,0,0
S-15711,U-6711,P-1750,163,0.52,2,0,0,0
S-15712,U-6712,P-1300,101,0.11,0,0,0,0
S-15713,U-6713,P-1089,224,0.16,1,1,0,0
S-15714,U-6714,P-1534,224,0.72,3,1,0,0
S-15715,U-6715,P-1428,247,0.29,4,1,0,0
S-15716,U-6716,P-1441,256,0.14,5,1,0,0
S-15717,U-6717,P-1075,242,0.41,3,0,0,0
S-15718,U-6718,P-1218,146,0.26,3,0,0,0
S-15719,U-6719,P-1928,85,0.81,8,0,1,0
S-15720,U-6720,P-1674,8,0.32,9,0,0,0
S-15721,U-6721,P-1031,216,0.19,8,1,0,0
S-15722,U-6722,P-1190,289,0.1,7,0,0,0
S-15723,U-6723,P-1129,17,0.52,1,1,0,0
S-15724,U-6724,P-1179,47,0.7,1,0,0,0
S-15725,U-6725,P-1257,120,0.95,4,1,0,0
S-15726,U-6726,P-1727,243,0.73,7,0,0,0
S-15727,U-6727,P-1812,144,0.52,5,1,0,0
S-15728,U-6728,P-1697,152,0.37,0,1,0,0
S-15729,U-6729,P-1928,98,0.18,4,1,0,0
S-15730,U-6730,P-1806,140,0.39,4,1,0,0
S-15731,U-6731,P-1863,53,0.96,7,1,0,0
S-15732,U-6732,P-1386,240,0.92,6,0,0,0
S-15733,U-6733,P-1265,106,0.24,9,0,0,0
S-15734,U-6734,P-1022,194,0.94,0,0,0,0
S-15735,U-6735,P-1440,170,0.6,0,0,0,0
S-15736,U-6736,P-1571,106,0.13,9,1,0,0
S-15737,U-6737,P-1928,114,0.8,9,1,0,0
S-15738,U-6738,P-1612,59,0.43,0,1,0,0
S-15739,U-6739,P-1899,213,0.46,3,0,0,0
S-15740,U-6740,P-1603,196,0.76,8,1,0,0
S-15741,U-6741,P-1277,125,0.4,9,0,0,0
S-15742,U-6742,P-1539,159,0.25,9,0,0,0
S-15743,U-6743,P-1940,267,0.28,1,0,0,0
S-15744,U-6744,P-1954,142,0.99,5,0,0,0
S-15745,U-6745,P-1846,228,0.86,8,1,0,0
S-15746,U-6746,P-1848,164,0.66,9,0,0,0
S-15747,U-6747,P-1542,229,0.56,0,0,0,0
S-15748,U-6748,P-1391,238,0.66,4,0,0,0
S-15749,U-6749,P-1277,68,0.68,1,1,0,0
S-15750,U-6750,P-1637,112,0.55,3,1,0,0
S-15751,U-6751,P-1738,29,0.21,4,0,0,0
S-15752,U-6752,P-1554,137,0.27,1,1,0,0
S-15753,U-6753,P-1435,206,0.23,9,1,0,0
S-15754,U-6754,P-1246,289,0.27,6,1,0,0
S-15755,U-6755,P-1009,189,0.59,0,0,0,0
S-15756,U-6756,P-1306,181,0.57,5,1,0,0
S-15757,U-6757,P-1839,131,0.32,7,1,0,0
S-15758,U-6758,P-1256,95,0.68,8,1,0,0
S-15759,U-6759,P-1189,250,0.83,5,1,0,0
S-15760,U-6760,P-1882,29,0.62,1,1,0,0
S-15761,U-6761,P-1000,153,0.92,3,0,0,0
S-15762,U-6762,P-1967,251,0.51,9,1,0,0
S-15763,U-6763,P-1226,98,0.32,9,0,0,0
S-15764,U-6764,P-1482,92,0.1,1,1,0,0
S-15765,U-6765,P-1221,197,0.34,8,1,0,0
S-15766,U-6766,P-1712,191,0.35,2,0,0,0
S-15767,U-6767,P-1863,259,0.41,3,0,0,0
S-15768,U-6768,P-1328,174,0.13,4,1,0,0
S-15769,U-6769,P-1797,97,0.6,0,0,0,0
S-15770,U-6770,P-1774,150,1.0,1,1,0,0
S-15771,U-6771,P-1371,61,0.23,0,1,0,0
S-15772,U-6772,P-1640,44,0.12,5,1,0,0
S-15773,U-6773,P-1960,277,0.22,9,1,0,0
S-15774,U-6774,P-1021,96,0.29,5,0,0,0
S-15775,U-6775,P-1956,277,0.16,3,0,0,0
S-15776,U-6776,P-1836,186,0.25,7,1,0,0
S-15777,U-6777,P-1975,241,0.1,7,1,0,0
S-15778,U-6778,P-1756,43,0.69,0,1,0,0
S-15779,U-6779,P-1048,230,0.32,4,0,1,1
S-15780,U-6780,P-1453,200,0.81,3,1,0,0
S-15781,U-6781,P-1560,78,0.51,6,1,0,0
S-15782,U-6782,P-1706,238,0.5,9,1,0,0
S-15783,U-6783,P-1577,147,0.36,2,1,0,0
S-15784,U-6784,P-1884,200,0.9,4,0,0,0
S-15785,U-6785,P-1956,102,0.73,2,0,0,0
S-15786,U-6786,P-1655,191,0.81,1,1,0,0
S-15787,U-6787,P-1801,89,0.6,4,0,0,0
S-15788,U-6788,P-1297,262,0.45,0,0,0,0
S-15789,U-6789,P-1038,277,0.43,4,0,0,0
S-15790,U-6790,P-1210,214,0.92,7,0,0,0
S-15791,U-6791,P-1297,67,0.59,2,0,0,0
S-15792,U-6792,P-1315,128,0.41,3,0,0,0
S-15793,U-6793,P-1022,273,0.74,3,1,0,0
S-15794,U-6794,P-1724,168,0.76,7,1,0,0
S-15795,U-6795,P-1059,20,0.53,3,1,0,0
S-15796,U-6796,P-1330,288,0.38,6,0,0,0
S-15797,U-6797,P-1490,96,0.89,1,0,0,0
S-15798,U-6798,P-1912,149,0.99,5,0,0,0
S-15799,U-6799,P-1725,31,0.32,5,1,0,0
S-15800,U-6800,P-1981,164,0.94,4,0,0,0
S-15801,U-6801,P-1326,118,0.55,5,0,0,0
S-15802,U-6802,P-1667,297,0.7,7,0,0,0
S-15803,U-6803,P-1272,175,0.8,7,0,0,0
S-15804,U-6804,P-1755,44,0.26,8,1,0,0
S-15805,U-6805,P-1381,253,0.87,1,1,0,0
S-15806,U-6806,P-1464,197,0.9,7,1,0,0
S-15807,U-6807,P-1808,287,0.51,3,0,0,0
S-15808,U-6808,P-1812,264,0.81,2,0,0,0
S-15809,U-6809,P-1976,156,0.63,1,1,0,0
S-15810,U-6810,P-1419,188,0.16,3,1,1,0
S-15811,U-6811,P-1137,65,0.76,0,1,0,0
S-15812,U-6812,P-1110,115,0.62,4,0,0,0
S-15813,U-6813,P-1501,140,0.3,9,0,0,0
S-15814,U-6814,P-1691,5,0.19,0,0,0,0
S-15815,U-6815,P-1026,118,0.38,5,1,0,0
S-15816,U-6816,P-1218,145,0.99,6,1,0,0
S-15817,U-6817,P-1424,287,0.13,4,1,0,0
S-15818,U-6818,P-1910,135,0.26,4,0,0,0
S-15819,U-6819,P-1955,65,1.0,6,1,0,0
S-15820,U-6820,P-1809,162,0.2,3,0,0,0
S-15821,U-6821,P-1158,264,0.55,2,1,0,0
S-15822,U-6822,P-1966,207,0.43,3,1,0,0
S-15823,U-6823,P-1120,142,0.1,5,1,0,0
S-15824,U-6824,P-1858,101,0.52,3,1,0,0
S-15825,U-6825,P-1860,273,0.51,8,1,0,0
S-15826,U-6826,P-1928,186,0.44,5,1,0,0
S-15827,U-6827,P-1904,10,0.7,3,0,0,0
S-15828,U-6828,P-1954,289,0.6,8,0,0,0
S-15829,U-6829,P-1216,178,0.81,6,1,0,0
S-15830,U-6830,P-1744,170,0.46,6,1,0,0
S-15831,U-6831,P-1871,12,0.96,1,0,1,0
S-15832,U-6832,P-1017,245,0.3,7,1,0,0
S-15833,U-6833,P-1724,33,0.53,1,1,0,0
S-15834,U-6834,P-1916,28,0.52,3,0,0,0
S-15835,U-6835,P-1234,77,0.37,2,1,0,0
S-15836,U-6836,P-1937,170,0.34,2,1,0,0
S-15837,U-6837,P-1808,175,0.97,7,0,0,0
S-15838,U-6838,P-1228,106,0.65,1,1,0,0
S-15839,U-6839,P-1213,26,0.61,6,0,0,0
S-15840,U-6840,P-1413,3,0.92,0,1,0,0
S-15841,U-6841,P-1379,12,0.18,1,0,0,0
S-15842,U-6842,P-1802,182,0.7,5,0,0,0
S-15843,U-6843,P-1555,232,0.12,4,0,0,0
S-15844,U-6844,P-1441,103,0.16,3,1,1,1
S-15845,U-6845,P-1880,3,0.67,3,1,0,0
S-15846,U-6846,P-1415,259,0.35,0,1,0,0
S-15847,U-6847,P-1796,203,0.36,6,0,0,0
S-15848,U-6848,P-1763,5,0.95,3,1,0,0
S-15849,U-6849,P-1522,264,0.87,0,1,0,0
S-15850,U-6850,P-1201,12,0.94,4,0,0,0
S-15851,U-6851,P-1315,132,0.42,2,1,0,0
S-15852,U-6852,P-1541,62,0.84,3,0,0,0
S-15853,U-6853,P-1136,148,0.57,8,0,0,0
S-15854,U-6854,P-1050,20,0.88,0,0,0,0
S-15855,U-6855,P-1065,126,0.95,3,0,0,0
S-15856,U-6856,P-1222,299,0.33,9,0,0,0
S-15857,U-6857,P-1210,227,0.8,3,1,0,0
S-15858,U-6858,P-1054,27,0.6,8,1,0,0
S-15859,U-6859,P-1599,30,0.91,9,0,0,0
S-15860,U-6860,P-1598,200,0.34,2,0,0,0
S-15861,U-6861,P-1895,128,0.86,9,1,0,0
S-15862,U-6862,P-1888,14,0.24,9,0,0,0
S-15863,U-6863,P-1096,294,0.87,8,0,0,0
S-15864,U-6864,P-1413,97,0.69,9,0,0,0
S-15865,U-6865,P-1644,246,0.42,4,1,0,0
S-15866,U-6866,P-1037,251,0.57,7,1,0,0
S-15867,U-6867,P-1191,223,0.43,6,0,0,0
S-15868,U-6868,P-1521,197,0.59,7,0,0,0
S-15869,U-6869,P-1355,297,0.22,7,0,0,0
S-15870,U-6870,P-1231,79,1.0,9,0,0,0
S-15871,U-6871,P-1485,154,0.43,3,1,0,0
S-15872,U-6872,P-1991,82,0.77,6,0,0,0
S-15873,U-6873,P-1208,12,0.53,3,0,0,0
S-15874,U-6874,P-1109,73,0.61,1,1,0,0
S-15875,U-6875,P-1478,257,0.3,2,1,0,0
S-15876,U-6876,P-1322,133,0.73,5,1,0,0
S-15877,U-6877,P-1490,181,0.45,6,1,0,0
S-15878,U-6878,P-1752,183,0.45,6,1,0,0
S-15879,U-6879,P-1079,138,0.45,6,1,0,0
S-15880,U-6880,P-1867,149,0.39,4,1,0,0
S-15881,U-6881,P-1431,281,0.26,8,0,0,0
S-15882,U-6882,P-1146,121,0.68,6,1,0,0
S-15883,U-6883,P-1392,253,0.39,7,1,0,0
S-15884,U-6884,P-1404,36,0.21,0,0,0,0
S-15885,U-6885,P-1904,156,0.8,8,0,0,0
S-15886,U-6886,P-1819,108,1.0,2,0,0,0
S-15887,U-6887,P-1336,166,0.17,4,0,0,0
S-15888,U-6888,P-1699,185,0.94,1,1,0,0
S-15889,U-6889,P-1487,73,0.99,8,0,0,0
S-15890,U-6890,P-1155,151,0.82,2,0,0,0
S-15891,U-6891,P-1696,33,0.99,5,0,0,0
S-15892,U-6892,P-1876,167,0.98,0,0,0,0
S-15893,U-6893,P-1056,110,0.86,8,1,0,0
S-15894,U-6894,P-1156,43,0.39,9,0,0,0
S-15895,U-6895,P-1590,236,0.24,0,0,0,0
S-15896,U-6896,P-1780,56,0.13,5,0,0,0
S-15897,U-6897,P-1019,224,0.35,7,1,0,0
S-15898,U-6898,P-1342,289,0.65,4,1,0,0
S-15899,U-6899,P-1939,1,0.88,2,0,0,0
S-15900,U-6900,P-1510,156,0.13,0,0,0,0
S-15901,U-6901,P-1677,106,0.14,8,1,1,0
S-15902,U-6902,P-1152,40,0.35,9,0,0,0
S-15903,U-6903,P-1062,72,0.34,7,1,0,0
S-15904,U-6904,P-1830,227,0.42,3,1,0,0
S-15905,U-6905,P-1817,12,0.26,7,1,0,0
S-15906,U-6906,P-1298,171,0.53,5,0,0,0
S-15907,U-6907,P-1860,181,0.8,0,0,0,0
S-15908,U-6908,P-1876,269,0.62,5,0,0,0
S-15909,U-6909,P-1862,108,0.69,6,0,0,0
S-15910,U-6910,P-1080,11,0.63,4,1,0,0
S-15911,U-6911,P-1472,284,0.98,3,1,0,0
S-15912,U-6912,P-1792,234,0.64,7,0,0,0
S-15913,U-6913,P-1945,267,0.71,9,1,0,0
S-15914,U-6914,P-1323,225,0.86,4,1,0,0
S-15915,U-6915,P-1276,96,0.99,9,1,1,0
S-15916,U-6916,P-1631,95,0.84,9,1,1,0
S-15917,U-6917,P-1179,184,0.42,5,1,0,0
S-15918,U-6918,P-1728,45,0.88,2,0,0,0
S-15919,U-6919,P-1817,160,0.11,8,0,0,0
S-15920,U-6920,P-1501,214,0.17,6,1,0,0
S-15921,U-6921,P-1860,185,0.1,5,0,0,0
S-15922,U-6922,P-1639,135,0.45,6,1,0,0
S-15923,U-6923,P-1561,299,1.0,1,0,0,0
S-15924,U-6924,P-1565,116,0.14,5,1,0,0
S-15925,U-6925,P-1214,140,0.68,5,1,0,0
S-15926,U-6926,P-1633,255,0.96,2,0,0,0
S-15927,U-6927,P-1583,196,0.9,0,0,0,0
S-15928,U-6928,P-1049,91,0.63,3,0,0,0
