session_id,user_id,product_id,dwell_time_seconds,scroll_depth_pct,variant_clicks,reviews_expanded,added_to_cart,purchased,category,base_price,image_count,description_word_count,variant_count,has_size_chart,rating,review_count,PRI,VRS,SPI,EDI
S-15286,U-6286,P-1937,106,0.14,1,1,0,0,Shoes,357.21,8,321,11,1,2.4,996,1.5916321347413447,1.0,3.3142803695816823,7.57142857142857
S-15287,U-6287,P-1380,145,0.42,0,1,0,0,Shoes,167.33,1,432,2,1,3.6,201,0.7455776856926436,0.43999999999999995,3.8219527421288677,3.4523809523809526
S-15288,U-6288,P-1594,60,0.31,2,1,0,0,T-shirt,113.28,2,230,5,1,4.3,389,0.5087348991781561,0.58,5.130886195646375,1.935483870967742
S-15289,U-6289,P-1171,85,0.49,2,0,0,0,Shoes,54.93,7,368,4,0,3.9,2,0.24475337521721693,0.7,0.8569175851611257,1.7346938775510203
S-15290,U-6290,P-1304,83,0.88,7,0,0,0,Home & Living,55.94,4,376,9,0,2.7,135,0.2356459834028392,0.5599999999999999,2.6528336382974684,0.9431818181818182
S-15291,U-6291,P-1880,3,0.62,0,1,0,0,Watch,708.27,7,22,9,1,3.6,1143,1.2888884844955597,1.0,5.070446043796615,0.04838709677419355
S-15292,U-6292,P-1427,258,0.47,5,1,0,0,T-shirt,341.29,1,103,9,1,2.9,809,1.5327165760991603,0.43999999999999995,3.8842798636465607,5.48936170212766
S-15293,U-6293,P-1864,2,0.76,6,1,0,0,Watch,263.16,1,19,11,1,1.7,102,0.47889066821953713,0.43999999999999995,1.5758078559980762,0.02631578947368421
S-15294,U-6294,P-1038,179,0.43,2,0,0,0,Home & Living,219.81,5,104,3,1,4.4,190,0.9259446480475169,1.0,4.622000616681035,4.162790697674419
S-15295,U-6295,P-1277,182,0.99,5,0,0,0,Electronics,464.39,1,139,14,0,4.0,1079,0.4188297047205036,0.13999999999999999,5.587773056094613,1.8383838383838385
S-15296,U-6296,P-1016,85,0.92,7,0,0,0,T-shirt,164.03,8,397,14,0,2.0,748,0.7366506489423812,0.7,2.647495593406888,0.9239130434782609
S-15297,U-6297,P-1675,112,0.37,1,1,0,0,Electronics,1212.57,4,146,4,0,1.2,434,1.0936073883006547,0.5599999999999999,1.4580830474612843,3.027027027027027
S-15298,U-6298,P-1846,135,0.27,7,1,0,0,T-shirt,240.01,5,412,14,0,1.8,61,1.0778730857322496,0.7,1.485768378616233,5.0
S-15299,U-6299,P-1861,3,0.15,6,1,0,0,T-shirt,143.12,8,23,5,0,1.4,722,0.6427448690887861,0.7,1.843354582204454,0.2
S-15300,U-6300,P-1676,91,0.32,3,1,0,0,Watch,113.36,3,163,10,0,4.7,609,0.2062891250545931,0.42,6.028651419737316,2.84375
S-15301,U-6301,P-1290,30,0.87,9,1,0,0,Home & Living,33.44,8,96,11,1,1.3,407,0.14086524284931967,1.0,1.562929465345082,0.3448275862068966
S-15302,U-6302,P-1045,235,0.2,0,1,0,0,Home & Living,421.08,2,351,1,0,1.2,1077,1.7737899658789333,0.27999999999999997,1.675887060352546,11.75
S-15303,U-6303,P-1393,277,0.93,6,0,0,0,Watch,568.11,5,86,11,1,1.6,108,1.033829523948173,1.0,1.501231322313326,2.978494623655914
S-15304,U-6304,P-1341,257,0.18,0,1,0,0,Watch,632.8,5,268,11,0,1.7,485,1.1515504440238753,0.7,2.103310932126168,14.277777777777779
S-15305,U-6305,P-1156,163,0.99,1,0,0,0,T-shirt,363.55,8,236,6,1,2.6,663,1.6326851394440205,1.0,3.3791067177277454,1.6464646464646464
S-15306,U-6306,P-1415,228,0.36,2,1,0,0,Watch,431.24,7,129,14,0,4.6,732,0.7847576066385209,0.7,6.069374045735719,6.333333333333333
S-15307,U-6307,P-1030,92,0.21,8,0,0,0,Electronics,868.57,1,417,4,1,4.7,103,0.7833564818990242,0.43999999999999995,4.36572744519289,4.380952380952381
S-15308,U-6308,P-1869,180,0.91,8,0,0,0,Watch,151.09,7,97,9,0,4.0,139,0.2749490464405299,0.7,3.9533139380874434,1.978021978021978
S-15309,U-6309,P-1116,217,0.39,7,0,0,0,Watch,168.08,8,146,2,1,2.5,512,0.3058669384189839,1.0,3.1201379225853847,5.564102564102564
S-15310,U-6310,P-1601,288,0.36,7,0,0,0,T-shirt,127.59,8,85,8,0,4.9,536,0.5730004041855661,0.7,6.160278132618688,8.0
S-15311,U-6311,P-1800,155,0.4,4,1,1,0,Watch,245.68,4,433,2,1,4.9,1102,0.4470810889503567,0.8599999999999999,6.865673238868434,3.875
S-15312,U-6312,P-1511,201,0.55,0,0,1,1,Shoes,414.12,6,148,10,0,1.8,255,1.8452078599117765,0.7,1.9962638800126424,3.654545454545454
S-15313,U-6313,P-1228,39,0.99,3,1,0,0,Home & Living,323.6,3,207,5,0,1.4,1184,1.3631576730275077,0.42,1.9816994549993845,0.3939393939393939
S-15314,U-6314,P-1490,8,0.69,6,0,0,0,Electronics,1242.1,4,38,8,0,4.8,360,1.1202402640740272,0.5599999999999999,5.653322839999565,0.11594202898550725
S-15315,U-6315,P-1762,238,0.96,0,0,0,0,T-shirt,227.65,7,198,10,1,4.4,918,1.022364934656667,1.0,6.004491787673005,2.4791666666666665
S-15316,U-6316,P-1719,48,0.58,8,0,0,0,Watch,364.03,5,118,9,0,1.8,295,0.662450866210511,0.7,2.0485294035566617,0.8275862068965518
S-15317,U-6317,P-1530,294,0.75,1,1,0,0,T-shirt,368.35,1,129,8,1,2.9,335,1.6542417029685186,0.43999999999999995,3.373924472778658,3.92
S-15318,U-6318,P-1491,187,0.69,9,0,0,0,T-shirt,15.63,6,166,10,1,1.4,680,0.07019355997664706,1.0,1.8265974457218632,2.710144927536232
S-15319,U-6319,P-1711,91,0.21,4,0,0,0,T-shirt,327.25,3,44,7,1,3.7,1037,1.4696636277900033,0.72,5.139337787157117,4.333333333333333
S-15320,U-6320,P-1958,7,0.66,6,1,0,0,Shoes,60.78,8,73,3,0,2.1,833,0.27081940916989705,0.7,2.825018028990674,0.10606060606060606
S-15321,U-6321,P-1836,229,0.17,8,1,0,0,Shoes,159.2,4,360,2,1,3.9,214,0.7093525820968676,0.8599999999999999,4.189097661939577,13.470588235294118
S-15322,U-6322,P-1094,167,0.13,8,1,0,0,Home & Living,490.22,5,214,14,0,3.3,110,2.0650406504065044,0.7,3.10828993286614,12.846153846153847
S-15323,U-6323,P-1697,64,0.11,9,1,0,0,Watch,809.79,6,181,6,0,4.1,1108,1.473631532974232,0.7,5.749195469627301,5.818181818181818
S-15324,U-6324,P-1223,175,0.99,1,0,0,0,Home & Living,14.42,1,433,12,0,2.6,918,0.06074392350141118,0.13999999999999999,3.5481087836249574,1.7676767676767677
S-15325,U-6325,P-1488,189,0.35,7,1,0,0,Watch,114.94,3,42,14,0,2.7,18,0.20916436162469065,0.42,1.5899970487498778,5.4
S-15326,U-6326,P-1212,5,0.31,5,0,0,0,Electronics,411.6,6,21,7,1,1.6,121,0.3712188170782302,1.0,1.5372867343146421,0.16129032258064516
S-15327,U-6327,P-1291,149,0.89,1,0,0,0,Electronics,1917.35,5,241,10,0,2.2,435,1.7292429517126933,0.7,2.6741625870735755,1.6741573033707866
S-15328,U-6328,P-1232,1,0.84,4,1,0,0,Shoes,108.91,7,17,2,0,1.4,668,0.4852738047498106,0.7,1.8216195368359038,0.011904761904761904
S-15329,U-6329,P-1978,15,0.58,4,0,1,0,Home & Living,62.07,8,227,13,0,2.8,591,0.2614684696069759,0.7,3.5747637155350427,0.25862068965517243
S-15330,U-6330,P-1473,71,0.14,2,1,0,0,Watch,766.54,5,319,5,1,3.6,937,1.3949264812927646,1.0,4.927499963284482,5.071428571428571
S-15331,U-6331,P-1214,218,0.88,8,1,0,0,Watch,733.24,6,46,8,0,3.0,923,1.3343281409229875,0.7,4.09722724298501,2.477272727272727
S-15332,U-6332,P-1970,229,0.34,3,0,0,0,Watch,297.64,5,374,10,0,4.9,255,0.5416363371669821,0.7,5.434273895589971,6.735294117647059
S-15333,U-6333,P-1812,168,0.56,4,0,0,0,Watch,464.43,6,249,6,1,2.1,235,0.84515577231038,1.0,2.2948093581107565,2.9999999999999996
S-15334,U-6334,P-1785,299,0.81,3,0,0,0,Shoes,164.89,2,34,5,1,2.0,1189,0.7347056988816111,0.58,2.83268343444223,3.691358024691358
S-15335,U-6335,P-1566,173,0.13,1,0,0,0,Electronics,510.83,1,248,7,1,2.9,606,0.46071357708472377,0.43999999999999995,3.716946698814509,13.307692307692308
S-15336,U-6336,P-1403,212,0.37,9,0,0,0,T-shirt,187.51,1,188,5,0,2.8,603,0.8420981721830512,0.13999999999999999,3.586001550843496,5.72972972972973
S-15337,U-6337,P-1723,121,0.53,2,1,0,0,T-shirt,187.21,8,246,3,0,3.6,152,0.8407508869627701,0.7,3.6219153034025533,2.2830188679245285
S-15338,U-6338,P-1209,46,0.67,0,0,1,1,Shoes,30.18,4,314,8,1,1.5,634,0.1344740008020318,0.8599999999999999,1.9360874996678075,0.6865671641791045
S-15339,U-6339,P-1100,84,0.65,1,1,0,0,Home & Living,11.27,4,266,8,0,3.4,718,0.04747461982391845,0.5599999999999999,4.472945723250311,1.2923076923076924
S-15340,U-6340,P-1574,145,0.34,9,1,0,0,Electronics,431.06,7,154,1,1,4.9,824,0.3887696387019968,1.0,6.581075718607988,4.264705882352941
S-15341,U-6341,P-1970,131,0.95,9,0,0,0,Watch,297.64,5,374,10,0,4.9,255,0.5416363371669821,0.7,5.434273895589971,1.3789473684210527
S-15342,U-6342,P-1237,46,0.42,9,1,0,0,T-shirt,434.55,1,185,13,0,1.4,1182,1.9515426415772221,0.13999999999999999,1.9812264819139482,1.0952380952380953
S-15343,U-6343,P-1541,197,0.63,4,0,0,0,Electronics,1571.18,2,254,6,1,1.6,266,1.4170349393026571,0.58,1.78791957068808,3.126984126984127
S-15344,U-6344,P-1738,64,0.86,9,0,0,0,T-shirt,168.63,3,192,14,1,3.6,466,0.7573090223200252,0.72,4.425357065521606,0.7441860465116279
S-15345,U-6345,P-1351,221,0.38,6,0,0,0,Electronics,339.9,8,427,2,0,3.7,155,0.30655314850556464,0.7,3.7368934453646574,5.815789473684211
S-15346,U-6346,P-1444,77,0.74,8,1,0,0,T-shirt,314.98,2,310,3,1,4.9,455,1.414559662280505,0.58,6.000042953324099,1.0405405405405406
S-15347,U-6347,P-1051,281,0.85,6,0,0,0,T-shirt,333.5,5,394,13,1,3.6,580,1.4977320698791936,1.0,4.582620544933375,3.3058823529411763
S-15348,U-6348,P-1084,133,0.6,3,1,0,0,T-shirt,485.26,3,186,13,1,2.9,1122,2.1792787533120763,0.72,4.073780193748297,2.216666666666667
S-15349,U-6349,P-1312,211,0.2,0,0,0,0,Watch,737.23,5,345,10,0,3.8,765,1.3415890231474743,0.7,5.04729844900285,10.55
S-15350,U-6350,P-1766,226,0.75,0,0,0,0,Watch,50.57,1,191,1,1,1.9,82,0.09202576794293202,0.43999999999999995,1.6791594309627074,3.013333333333333
S-15351,U-6351,P-1910,59,0.65,3,1,0,0,Home & Living,408.3,5,323,6,1,4.1,505,1.7199545052445344,1.0,5.105760068815721,0.9076923076923077
S-15352,U-6352,P-1007,97,0.21,3,1,0,0,T-shirt,136.8,8,397,2,1,3.1,1129,0.614362060448197,1.0,4.358583205257959,4.619047619047619
S-15353,U-6353,P-1461,195,0.71,0,1,0,0,T-shirt,127.8,2,163,13,1,1.4,314,0.5739435038397629,0.58,1.610720338871177,2.7464788732394365
S-15354,U-6354,P-1883,41,0.41,6,0,0,0,Electronics,542.43,7,75,6,0,1.5,531,0.48921336964952467,0.7,1.8829930468024934,1.0
S-15355,U-6355,P-1403,105,0.86,3,1,0,0,T-shirt,187.51,1,188,5,0,2.8,603,0.8420981721830512,0.13999999999999999,3.586001550843496,1.2209302325581395
S-15356,U-6356,P-1505,80,0.5,8,1,0,0,Shoes,40.64,5,443,3,0,3.4,330,0.1810809606558838,0.7,3.9454404952564026,1.6
S-15357,U-6357,P-1799,203,0.53,7,0,0,0,Watch,903.06,4,426,13,1,2.0,609,1.6433614791090405,0.8599999999999999,2.565383582866943,3.830188679245283
S-15358,U-6358,P-1433,115,0.84,7,1,0,0,Electronics,1664.29,6,147,5,1,1.4,557,1.5010101192301448,1.0,1.7708205094667668,1.369047619047619
S-15359,U-6359,P-1488,194,0.62,6,1,0,0,Watch,114.94,3,42,14,0,2.7,18,0.20916436162469065,0.42,1.5899970487498778,3.129032258064516
S-15360,U-6360,P-1484,94,0.58,3,0,0,0,Home & Living,481.14,6,156,12,1,1.5,1112,2.0267913559964614,1.0,2.1044443053826636,1.620689655172414
S-15361,U-6361,P-1728,103,0.23,2,0,0,0,Shoes,148.81,4,390,9,1,1.1,190,0.6630575235039878,0.8599999999999999,1.1555001541702588,4.478260869565218
S-15362,U-6362,P-1448,231,0.75,9,1,0,0,Home & Living,481.53,6,303,14,0,4.0,713,2.028434222166056,0.7,5.256706369871668,3.08
S-15363,U-6363,P-1315,107,0.75,6,1,1,1,T-shirt,222.67,2,328,4,1,3.4,762,1.0,0.58,4.513335461273431,1.4266666666666667
S-15364,U-6364,P-1236,38,0.55,5,0,0,0,Home & Living,292.82,6,229,2,1,3.4,574,1.2334976199502927,1.0,4.320971627742198,0.6909090909090908
S-15365,U-6365,P-1725,59,0.38,2,1,0,0,T-shirt,377.43,3,338,1,1,1.7,929,1.6950195356356943,0.72,2.3239627592900822,1.5526315789473684
S-15366,U-6366,P-1539,242,0.32,3,0,0,0,Shoes,381.67,3,220,12,0,2.5,1115,1.7006193467896449,0.42,3.508753071470628,7.5625
S-15367,U-6367,P-1688,3,0.63,8,1,0,0,Shoes,437.24,3,17,13,0,4.2,755,1.948224390678608,0.42,5.567554755990809,0.047619047619047616
S-15368,U-6368,P-1337,275,0.11,3,1,0,0,T-shirt,56.13,3,53,1,0,3.0,773,0.2520770647146001,0.42,3.9909431241538362,25.0
S-15369,U-6369,P-1230,149,0.26,1,1,1,0,Shoes,168.33,5,194,7,0,2.0,426,0.7500334179922471,0.7,2.42271360529145,5.730769230769231
S-15370,U-6370,P-1896,202,0.72,5,1,0,0,Electronics,1966.72,1,52,6,1,1.2,1074,1.7737693681343458,0.43999999999999995,1.6752182257348232,2.8055555555555554
S-15371,U-6371,P-1628,236,0.72,5,1,0,0,Watch,898.91,7,359,6,0,4.4,493,1.635809433687582,0.7,5.458231255125373,3.2777777777777777
S-15372,U-6372,P-1672,202,0.75,0,0,0,0,Electronics,1503.16,5,373,12,1,3.8,1096,1.3556882339147533,1.0,5.320254189809175,2.6933333333333334
S-15373,U-6373,P-1126,293,0.18,6,0,0,0,Electronics,1131.18,3,292,5,1,1.7,871,1.020202384602897,0.72,2.3020684041290527,16.27777777777778
S-15374,U-6374,P-1070,111,0.74,1,1,1,1,Shoes,204.36,3,131,2,1,3.1,338,0.910573452746959,0.72,3.612120066575879,1.5
S-15375,U-6375,P-1902,163,0.86,9,1,0,0,Shoes,290.65,6,183,9,1,2.4,628,1.2950585928797396,1.0,3.0931830032162115,1.8953488372093024
S-15376,U-6376,P-1585,235,0.13,0,1,0,0,Watch,877.14,2,442,4,0,4.0,931,1.5961930411995924,0.27999999999999997,5.469866251748473,18.076923076923077
S-15377,U-6377,P-1818,212,0.56,8,0,0,0,Shoes,292.64,3,288,2,1,1.2,342,1.3039255001559504,0.72,1.4010553073198255,3.785714285714285
S-15378,U-6378,P-1475,227,0.79,7,0,0,0,T-shirt,187.24,8,445,9,0,4.0,1125,0.8408856154847982,0.7,5.621141446959709,2.8734177215189876
S-15379,U-6379,P-1290,103,0.9,5,0,0,0,Home & Living,33.44,8,96,11,1,1.3,407,0.14086524284931967,1.0,1.562929465345082,1.1444444444444444
S-15380,U-6380,P-1861,264,0.75,9,1,0,0,T-shirt,143.12,8,23,5,0,1.4,722,0.6427448690887861,0.7,1.843354582204454,3.52
S-15381,U-6381,P-1561,204,0.41,4,1,0,0,Watch,600.74,1,102,14,0,1.2,433,1.0932086184306304,0.13999999999999999,1.4575306881840973,4.975609756097561
S-15382,U-6382,P-1948,105,0.96,2,0,0,0,Shoes,231.05,8,155,11,0,3.0,841,1.0294969478233749,0.7,4.041468008545396,1.09375
S-15383,U-6383,P-1213,55,0.6,8,0,0,0,Electronics,740.1,8,230,7,0,3.6,306,0.667490394848392,0.7,4.123330378262781,0.9166666666666666
S-15384,U-6384,P-1306,5,0.78,9,0,0,0,Electronics,1620.13,3,19,5,1,4.3,922,1.4611825610130054,0.72,5.871761141672453,0.0641025641025641
S-15385,U-6385,P-1243,131,0.92,5,0,0,0,Watch,374.19,4,142,2,1,3.3,782,0.6809397292182269,0.8599999999999999,4.3976675793539295,1.423913043478261
S-15386,U-6386,P-1426,169,0.86,3,1,0,0,Shoes,78.17,5,414,11,1,1.7,522,0.3483045938600009,1.0,2.1282576977820735,1.9651162790697674
S-15387,U-6387,P-1530,229,0.97,1,1,0,0,T-shirt,368.35,1,129,8,1,2.9,335,1.6542417029685186,0.43999999999999995,3.373924472778658,2.3608247422680413
S-15388,U-6388,P-1600,128,0.91,0,1,0,0,T-shirt,468.39,8,217,2,0,1.8,922,2.103516414424934,0.7,2.4579465244210263,1.4065934065934067
S-15389,U-6389,P-1062,140,0.17,2,0,0,0,Electronics,883.97,2,105,8,0,4.7,36,0.7972456213135158,0.27999999999999997,3.394262837885571,8.235294117647058
S-15390,U-6390,P-1313,22,0.64,0,1,0,0,Shoes,303.69,3,168,12,0,2.3,210,1.3531613420665687,0.42,2.4618547413989904,0.34375
S-15391,U-6391,P-1231,193,0.33,8,0,0,0,Shoes,177.9,6,349,7,1,1.5,307,0.7926747760994519,1.0,1.7190299348920721,5.848484848484849
S-15392,U-6392,P-1475,118,0.36,1,1,1,1,T-shirt,187.24,8,445,9,0,4.0,1125,0.8408856154847982,0.7,5.621141446959709,3.2777777777777777
S-15393,U-6393,P-1440,211,0.61,5,0,0,0,Electronics,1807.27,1,226,8,1,1.8,1082,1.6299626616641714,0.43999999999999995,2.5154964889203564,3.459016393442623
S-15394,U-6394,P-1238,117,0.41,9,0,0,0,T-shirt,63.46,2,390,6,0,4.7,18,0.28499573359680247,0.27999999999999997,2.767772640416454,2.8536585365853657
S-15395,U-6395,P-1216,258,0.78,0,0,0,0,Watch,962.74,2,33,4,1,2.4,531,1.7519653515795603,0.58,3.0127888748839893,3.3076923076923075
S-15396,U-6396,P-1171,271,1.0,6,1,0,0,Shoes,54.93,7,368,4,0,3.9,2,0.24475337521721693,0.7,0.8569175851611257,2.71
S-15397,U-6397,P-1085,4,0.3,6,1,0,0,T-shirt,16.7,7,15,12,0,3.1,770,0.07499887726231644,0.7,4.121566791609264,0.13333333333333333
S-15398,U-6398,P-1432,176,0.85,9,1,1,1,Watch,99.59,4,319,6,1,4.6,234,0.18123089241519874,0.8599999999999999,5.022818673012626,2.070588235294118
S-15399,U-6399,P-1675,171,0.86,0,1,0,0,Electronics,1212.57,4,146,4,0,1.2,434,1.0936073883006547,0.5599999999999999,1.4580830474612843,1.9883720930232558
S-15400,U-6400,P-1357,69,0.5,2,1,0,0,Shoes,483.46,6,441,9,1,4.9,898,2.154168337566279,1.0,6.665257373782188,1.38
S-15401,U-6401,P-1736,181,0.57,6,1,0,0,Watch,529.23,2,108,2,1,3.6,324,0.9630768670840006,0.58,4.164354131277411,3.1754385964912286
S-15402,U-6402,P-1489,169,0.89,7,0,0,0,Home & Living,45.33,6,56,7,1,4.9,1107,0.19095159863515734,1.0,6.870105629961086,1.898876404494382
S-15403,U-6403,P-1341,155,0.17,6,1,0,0,Watch,632.8,5,268,11,0,1.7,485,1.1515504440238753,0.7,2.103310932126168,9.117647058823529
S-15404,U-6404,P-1731,29,1.0,3,0,0,0,Home & Living,362.88,7,114,8,1,1.2,767,1.528623783647163,1.0,1.5945095359554413,0.29
S-15405,U-6405,P-1032,215,0.88,6,0,0,0,Shoes,247.95,3,217,13,1,1.7,800,1.1047988236866728,0.72,2.273192722003242,2.4431818181818183
S-15406,U-6406,P-1891,186,0.12,9,0,0,0,Electronics,945.19,7,62,11,0,2.5,987,0.8524594599469688,0.7,3.447841348873934,15.5
S-15407,U-6407,P-1418,280,0.17,9,1,0,0,Watch,118.19,8,379,14,1,3.9,1011,0.2150786140631824,1.0,5.397353402880981,16.470588235294116
S-15408,U-6408,P-1180,282,0.13,9,1,0,0,Electronics,1005.69,3,418,2,0,1.1,39,0.9070239362181858,0.42,0.8115534799050661,21.692307692307693
S-15409,U-6409,P-1911,190,0.25,0,0,0,0,Shoes,418.88,4,159,5,0,4.4,576,1.8664171456578889,0.5599999999999999,5.594901194527129,7.6
S-15410,U-6410,P-1748,29,0.99,5,0,0,0,Electronics,1374.92,5,326,1,0,3.9,662,1.2400295820631686,0.7,5.067484492344973,0.29292929292929293
S-15411,U-6411,P-1700,25,0.65,4,0,0,0,Home & Living,16.05,3,348,10,0,2.0,34,0.06761026159484393,0.42,1.4221392245957656,0.38461538461538464
S-15412,U-6412,P-1858,110,0.44,0,1,0,0,Shoes,480.77,4,338,1,1,2.0,574,2.1421824176803455,0.8599999999999999,2.5417480163189405,2.5
S-15413,U-6413,P-1946,163,0.97,2,0,0,0,Electronics,1027.01,2,126,14,1,2.4,550,0.9262522772777287,0.58,3.029632708393399,1.6804123711340206
S-15414,U-6414,P-1601,32,0.93,3,1,0,0,T-shirt,127.59,8,85,8,0,4.9,536,0.5730004041855661,0.7,6.160278132618688,0.34408602150537637
S-15415,U-6415,P-1687,156,0.92,1,0,0,0,Watch,204.53,1,141,11,0,1.2,70,0.37219755422914547,0.13999999999999999,1.0230431704899157,1.6956521739130435
S-15416,U-6416,P-1873,68,0.24,4,1,0,0,Shoes,146.35,2,53,14,1,4.4,514,0.6520964220469634,0.58,5.494866872584089,2.8333333333333335
S-15417,U-6417,P-1588,188,0.33,2,0,0,0,Shoes,382.61,7,410,14,0,4.7,497,1.704807735151272,0.7,5.837964072403174,5.696969696969697
S-15418,U-6418,P-1102,154,0.38,5,1,0,0,Electronics,1800.89,6,372,12,0,4.5,805,1.624208589621025,0.7,6.022875368255965,4.052631578947368
S-15419,U-6419,P-1615,100,0.78,5,0,0,0,Home & Living,310.85,1,258,10,0,4.6,21,1.3094485867138466,0.13999999999999999,2.8437590570896507,1.2820512820512822
S-15420,U-6420,P-1662,143,0.54,1,0,0,0,Shoes,209.23,8,45,13,0,3.9,638,0.9322728690460277,0.7,5.038725474414477,2.6481481481481484
S-15421,U-6421,P-1956,77,0.19,7,1,0,0,Home & Living,131.66,8,33,3,1,3.9,1197,0.5546147689456169,1.0,5.528958847366808,4.052631578947368
S-15422,U-6422,P-1395,275,0.46,5,1,0,0,Electronics,1670.95,5,60,10,1,3.0,382,1.5070167210808276,1.0,3.568820993508387,5.978260869565218
S-15423,U-6423,P-1433,259,0.69,3,1,0,0,Electronics,1664.29,6,147,5,1,1.4,557,1.5010101192301448,1.0,1.7708205094667668,3.753623188405797
S-15424,U-6424,P-1619,107,0.34,1,0,1,1,Electronics,1390.48,2,314,7,0,3.4,1028,1.2540630242248236,0.27999999999999997,4.716713060367153,3.1470588235294117
S-15425,U-6425,P-1771,249,0.41,6,0,0,0,Electronics,1501.97,8,388,13,0,1.1,847,1.3546149822327243,0.7,1.4834337398742188,6.073170731707317
S-15426,U-6426,P-1831,297,0.95,6,0,0,0,Electronics,1561.22,4,113,5,0,1.1,356,1.4080520932917262,0.5599999999999999,1.2931018719915206,3.126315789473684
S-15427,U-6427,P-1897,205,0.91,8,0,0,0,Shoes,414.93,4,78,9,0,2.9,229,1.8488170030744553,0.5599999999999999,3.1540859991754533,2.2527472527472527
S-15428,U-6428,P-1914,46,0.88,7,0,0,0,Shoes,381.9,4,25,11,0,2.0,911,1.7016441652185534,0.5599999999999999,2.7262559960297326,0.5227272727272727
S-15429,U-6429,P-1344,232,0.17,3,0,0,0,T-shirt,214.7,7,30,14,0,2.3,923,0.9642071226478646,0.7,3.1412075529551746,13.647058823529411
S-15430,U-6430,P-1528,47,0.29,3,0,0,0,Electronics,1064.83,5,202,1,1,4.2,250,0.9603618391385126,1.0,4.6413804688706986,1.620689655172414
S-15431,U-6431,P-1860,164,1.0,6,1,0,0,Home & Living,37.3,1,206,14,0,4.4,284,0.1571254054509457,0.13999999999999999,4.974190478636413,1.64
S-15432,U-6432,P-1156,154,0.93,7,0,0,0,T-shirt,363.55,8,236,6,1,2.6,663,1.6326851394440205,1.0,3.3791067177277454,1.6559139784946237
S-15433,U-6433,P-1501,36,0.22,5,1,0,0,T-shirt,254.04,3,63,2,0,4.6,1150,1.140881124534064,0.42,6.484515496024132,1.6363636363636365
S-15434,U-6434,P-1307,140,0.26,0,1,0,0,Shoes,184.14,5,402,4,0,1.0,601,0.8204785456489774,0.7,1.2800514890617642,5.384615384615385
S-15435,U-6435,P-1373,56,0.79,1,1,0,0,Watch,371.92,5,254,1,0,3.1,381,0.676808851361188,0.7,3.6861607773360765,0.7088607594936709
S-15436,U-6436,P-1277,173,0.94,7,1,0,0,Electronics,464.39,1,139,14,0,4.0,1079,0.4188297047205036,0.13999999999999999,5.587773056094613,1.8404255319148937
S-15437,U-6437,P-1058,116,0.19,2,0,0,0,Shoes,111.28,5,406,12,1,2.5,498,0.4958338902998708,1.0,3.1063030478757594,6.105263157894737
S-15438,U-6438,P-1514,95,0.34,0,1,0,0,Watch,887.61,5,312,4,1,1.4,68,1.6152460329014413,1.0,1.1855498212872326,2.7941176470588234
S-15439,U-6439,P-1960,127,0.63,4,1,0,0,Shoes,190.68,7,158,9,1,2.6,378,0.8496190348883839,1.0,3.087518826642862,2.015873015873016
S-15440,U-6440,P-1333,197,0.32,6,1,0,0,Shoes,236.52,8,444,13,1,3.2,343,1.0538698035022056,1.0,3.7380106607189747,6.15625
S-15441,U-6441,P-1798,13,0.99,0,0,1,1,Home & Living,196.44,3,445,4,0,2.6,397,0.8274990521925945,0.42,3.112955042747908,0.13131313131313133
S-15442,U-6442,P-1521,177,0.99,1,0,0,0,Home & Living,90.99,8,94,2,1,3.9,1041,0.383293314798433,1.0,5.4201398334043835,1.7878787878787878
S-15443,U-6443,P-1643,258,0.29,4,1,0,0,Shoes,334.77,4,133,13,1,3.9,227,1.4916455019382435,0.8599999999999999,4.234889590584464,8.896551724137932
S-15444,U-6444,P-1532,154,0.65,0,0,0,0,Electronics,1776.86,3,148,5,0,2.6,657,1.6025361207813993,0.42,3.374386564289165,2.3692307692307693
S-15445,U-6445,P-1936,104,0.16,0,1,0,0,Watch,601.73,2,361,2,0,4.4,57,1.095010190711894,0.27999999999999997,3.5731898492808494,6.5
S-15446,U-6446,P-1910,86,0.49,1,0,0,0,Home & Living,408.3,5,323,6,1,4.1,505,1.7199545052445344,1.0,5.105760068815721,1.7551020408163265
S-15447,U-6447,P-1306,2,0.7,6,1,0,0,Electronics,1620.13,3,19,5,1,4.3,922,1.4611825610130054,0.72,5.871761141672453,0.02857142857142857
S-15448,U-6448,P-1893,292,0.35,4,1,0,0,Home & Living,93.59,7,269,14,1,4.2,28,0.3942457559290619,1.0,2.8285284971886386,8.342857142857143
S-15449,U-6449,P-1187,104,0.94,1,0,0,0,Shoes,73.15,3,446,14,1,1.6,355,0.32593681771599164,0.72,1.8799778338726498,1.1063829787234043
S-15450,U-6450,P-1260,5,0.23,3,1,0,0,Watch,840.27,4,14,12,1,3.6,775,1.5290981219973796,0.8599999999999999,4.790989814531917,0.21739130434782608
S-15451,U-6451,P-1910,183,0.17,9,1,0,0,Home & Living,408.3,5,323,6,1,4.1,505,1.7199545052445344,1.0,5.105760068815721,10.764705882352942
S-15452,U-6452,P-1078,19,0.44,6,0,0,0,T-shirt,458.47,2,233,8,1,2.8,667,2.058966183140971,0.58,3.642401377180521,0.4318181818181818
